OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME,Year,Month,Hour,ALCOHOL_RELATED
3475740,T20190004429,ABS to receive accident,Finished,2/3/2019,07.05.00,Yes,Collision with a fixed object,Saturday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,343050,145.76874,-37.51441,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2567955.147,2442642.714,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,"MURRINDINDI,MURRINDINDI",NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country,2019,3,07,0
3475741,T20190003710,ABS to receive accident,Finished,24/2/2019,14.22.00,No,Vehicle overturned (no collision),,OFF CARRIAGEWAY TO LEFT,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,342932,145.50053,-37.91557,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2544011.801,2398280.004,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,1,0,0,0,RURAL_VICTORIA,RURAL_VICTORIA,CARDINIA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Metro,2019,2,14,0
3475742,T20190003713,ABS to receive accident,Finished,26/2/2019,08.45.00,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,342657,143.82856,-37.57368,Non-Intersection,BALLARAT,WESTERN REGION,2396529.779,2435703.793,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BALLARAT,WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country,2019,2,08,0
3475743,T20190003717,ABS to receive accident,Finished,26/2/2019,07.15.00,No,Collision with vehicle,Monday,CUTTING IN (OVERTAKING),Yes,Day,No,Not at intersection,Other injury accident,100 km/hr,No,342653,145.14404,-38.05066,Non-Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2512643.023,2383391.592,2,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,M,M,Freeway,Freeway,Divided,Div,Metro,2019,2,07,0
3475744,T20190003721,ABS to receive accident,Finished,26/2/2019,09.50.00,No,Struck Pedestrian,Monday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,No,Day,Yes,Not at intersection,Other injury accident,70 km/hr,No,342866,145.16405,-37.88942,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2514429.814,2401285.857,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,Arterial Highway,Divided,Div,Metro,2019,2,09,0
3475745,T20190003726,ABS to receive accident,Finished,25/2/2019,13.50.00,No,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,70728,145.19874,-37.99093,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2517458.215,2390012.561,3,1,0,0,1,2,3,0,0,0,3,0,0,0,0,0,0,0,0,2,No,1,3,0,2,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro,2019,2,13,0
3475746,T20190003732,ABS to receive accident,Finished,26/2/2019,08.52.00,No,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,T intersection,Other injury accident,40 km/hr,No,35682,144.92849,-37.6794,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2493692.486,2424605.197,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,2,08,0
3475747,T20190003737,ABS to receive accident,Finished,26/2/2019,11.52.00,No,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,T intersection,Fatal accident,60 km/hr,No,49799,144.34221,-38.11696,Intersection,GEELONG,SOUTH WESTERN REGION,2442314.859,2375842.866,2,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,No,0,1,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country,2019,2,11,0
3475748,T20190003740,ABS to receive accident,Finished,26/2/2019,12.55.00,No,Collision with vehicle,Monday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),Yes,Day,Yes,Not at intersection,Serious injury accident,40 km/hr,No,342748,144.96104,-37.80964,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496569.745,2410152.412,2,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,2,12,0
3475749,T20190003744,ABS to receive accident,Finished,26/2/2019,14.00.00,No,Collision with vehicle,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,T intersection,Other injury accident,50 km/hr,Yes,342810,145.04945,-37.68929,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2504361.111,2423508.621,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,MELB_URBAN,MELB_URBAN,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,2,14,0
3475750,T20190003747,ABS to receive accident,Finished,26/2/2019,14.30.00,No,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,36815,144.94939,-37.80928,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2495543.568,2410191.686,3,2,0,0,2,1,2,1,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro,2019,2,14,0
3475751,T20190003748,ABS to receive accident,Finished,26/2/2019,12.46.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,96708,145.14055,-37.91642,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2512358.631,2398292.519,3,1,0,0,1,2,1,2,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,Arterial Highway,Divided,Div,Metro,2019,2,12,0
3475752,T20190003753,ABS to receive accident,Finished,26/2/2019,17.20.00,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,38041,145.01935,-37.77171,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2501704.487,2414362.23,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,2019,2,17,0
3475753,T20190003754,ABS to receive accident,Finished,26/2/2019,17.15.00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,342786,145.06093,-37.8846,Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,2505359.845,2401831.206,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Metro,2019,2,17,0
3475754,T20190004434,ABS to receive accident,Finished,7/3/2019,06.50.00,No,Collision with vehicle,Wednesday,LEFT FAR (INTERSECTIONS ONLY),No,Dark Street lights on,No,Cross intersection,Other injury accident,50 km/hr,No,37829,144.98023,-37.76735,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2498258.255,2414846.269,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro,2019,3,06,0
3475755,T20190004436,ABS to receive accident,Finished,7/3/2019,19.50.00,Yes,Struck Pedestrian,Wednesday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,Yes,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,No,343078,147.99227,-37.87826,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,2763199.907,2398399.641,2,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,No,0,1,0,0,0,0,TOWNS,TOWNS,EAST GIPPSLAND,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undiv,Country,2019,3,19,0
3475756,T20190004440,ABS to receive accident,Finished,7/3/2019,20.58.00,Yes,Fall from or in moving vehicle,Wednesday,OFF CARRIAGEWAY TO LEFT,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,343184,145.01938,-37.65972,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2501709.509,2426791,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,MELB_URBAN,MELB_URBAN,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro,2019,3,20,0
3475757,T20190004444,ABS to receive accident,Finished,7/3/2019,18.25.00,Yes,Collision with vehicle,Thursday,LANE CHANGE RIGHT (NOT OVERTAKING),Yes,Day,Yes,T intersection,Serious injury accident,100 km/hr,No,343070,144.81347,-37.82561,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2483579.037,2408364.457,2,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,No,0,2,0,0,1,0,MELB_URBAN,MELB_URBAN,WYNDHAM,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Undivided,Undiv,Metro,2019,3,18,0
3475758,T20190004445,ABS to receive accident,Finished,7/3/2019,23.50.00,Yes,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,60 km/hr,No,40209,145.01156,-37.85431,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2501017.408,2405194.372,3,1,0,1,0,2,2,1,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro,2019,3,23,0
3475759,T20190004459,ABS to receive accident,Finished,7/3/2019,19.10.00,Yes,Collision with vehicle,Wednesday,OTHER ADJACENT (INTERSECTIONS ONLY),No,Unk.,No,Cross intersection,Serious injury accident,Not known,No,55007,145.11659,-38.02208,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2510237.511,2386566.6,2,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,3,19,0
3475760,T20190004461,ABS to receive accident,Finished,8/3/2019,09.26.00,No,Collision with vehicle,Friday,U TURN,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,343243,145.02204,-37.91643,Non-Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2501937.578,2398299.999,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro,2019,3,09,0
3475761,T20190004463,ABS to receive accident,Finished,8/3/2019,10.30.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,70 km/hr,No,49924,144.35298,-38.14629,Intersection,GEELONG,SOUTH WESTERN REGION,2443281.242,2372593.238,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country,2019,3,10,0
3475762,T20190004464,ABS to receive accident,Finished,5/3/2019,21.00.00,Yes,Struck Pedestrian,Monday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,No,Dark No street lights,No,Not at intersection,Other injury accident,Not known,No,343069,144.80357,-38.38355,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2482835.116,2346429.376,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,No,0,1,0,0,0,0,MELB_URBAN,MELB_URBAN,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,3,21,0
3475763,T20190004466,ABS to receive accident,Finished,7/3/2019,22.25.00,Yes,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Dark Street lights on,Yes,T intersection,Serious injury accident,60 km/hr,No,36709,144.9976,-37.80029,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2499788.268,2411189.808,2,2,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,YARRA,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,2019,3,22,0
3475764,T20190004468,ABS to receive accident,Finished,8/3/2019,09.48.00,No,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,106301,145.23518,-38.10007,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2520629.359,2377890.962,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,M,M,Arterial Highway,Arterial Highway,Divided,Div,Metro,2019,3,09,0
3475765,T20190004479,ABS to receive accident,Finished,8/3/2019,06.46.00,No,Collision with vehicle,Thursday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,343072,145.20217,-37.94333,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2517770.485,2395295.605,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,M,M,Freeway,Freeway,Divided,Div,Metro,2019,3,06,0
3475766,T20190004481,ABS to receive accident,Finished,8/3/2019,08.40.00,No,Struck Pedestrian,Thursday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,No,Day,No,Not at intersection,Other injury accident,40 km/hr,No,343075,146.55309,-38.20238,Non-Intersection,LATROBE,EASTERN REGION,2636039.617,2365449.966,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,No,0,1,0,1,0,0,SMALL_CITIES,SMALL_CITIES,LATROBE,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undiv,Country,2019,3,08,0
3475767,T20190003755,ABS to receive accident,Finished,26/2/2019,08.30.00,No,Collision with vehicle,Monday,LEFT TURN SIDESWIPE,No,Day,No,Cross intersection,Other injury accident,60 km/hr,No,57652,144.3728,-38.15774,Intersection,GEELONG,SOUTH WESTERN REGION,2445027.389,2371333.377,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country,2019,2,08,0
3475768,T20190003756,ABS to receive accident,Finished,26/2/2019,16.20.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,231516,145.07411,-37.98259,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2506511.049,2390953.711,2,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,Arterial Highway,Divided,"Div,Undiv",Metro,2019,2,16,0
3475769,T20190003758,ABS to receive accident,Finished,26/2/2019,14.00.00,No,collision with some other object,Tuesday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,343053,147.44852,-36.70877,Non-Intersection,TOWONG,NORTH EASTERN REGION,2718720.799,2529502.01,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,TOWONG,NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country,2019,2,14,0
3475770,T20190003763,ABS to receive accident,Finished,26/2/2019,17.15.00,No,Vehicle overturned (no collision),Monday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,T intersection,Other injury accident,40 km/hr,No,342704,144.96578,-37.81125,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496987.193,2409972.801,2,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,Div,Metro,2019,2,17,0
3475771,T20190003766,ABS to receive accident,Finished,26/2/2019,17.30.00,No,Collision with vehicle,Tuesday,LEFT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,279255,144.71309,-37.57449,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2474658.14,2436211.944,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,No,0,2,0,1,0,0,SMALL_CITIES,SMALL_CITIES,HUME,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,"Div,Undiv",Metro,2019,2,17,0
3475772,T20190003767,ABS to receive accident,Finished,26/2/2019,20.30.00,Yes,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,No,342799,145.01148,-37.77112,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2501011.208,2414428.139,3,2,0,0,2,1,1,2,0,0,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,2,20,0
3475773,T20190003768,ABS to receive accident,Finished,26/2/2019,17.10.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,342986,145.1738,-38.0136,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2515262.823,2387500.265,3,2,0,0,2,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,2,17,0
3475774,T20190003774,ABS to receive accident,Finished,26/2/2019,06.15.00,No,Collision with vehicle,Monday,RIGHT THROUGH,No,Dusk/Dawn,Yes,Cross intersection,Other injury accident,60 km/hr,No,304636,144.91342,-37.61643,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2492357.053,2431591.707,3,3,0,0,3,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,2,06,0
3475775,T20190003778,ABS to receive accident,Finished,12/2/2019,15.26.00,No,Struck Pedestrian,Monday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,40 km/hr,No,342701,145.22548,-37.99038,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2519806.832,2390068.606,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,2,15,0
3475776,T20190003789,ABS to receive accident,Finished,27/2/2019,10.01.00,No,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,Not at intersection,Other injury accident,40 km/hr,No,313703,144.95841,-37.81901,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496338.293,2409111.76,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,2,10,0
3475777,T20190003795,ABS to receive accident,Finished,27/2/2019,06.33.00,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,Cross intersection,Serious injury accident,80 km/hr,No,227538,145.06656,-37.68842,Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,2505869.934,2423603.872,2,2,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BANYULE,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro,2019,2,06,0
3475778,T20190003796,ABS to receive accident,Finished,26/2/2019,18.21.00,Yes,Collision with vehicle,Tuesday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,No,Cross intersection,Other injury accident,60 km/hr,No,249,144.97849,-37.82329,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2498106.639,2408637.165,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Freeway,"Freeway,Arterial Other,Arterial Highway",Divided,Div,Metro,2019,2,18,0
3475779,T20190003799,ABS to receive accident,Finished,27/2/2019,09.34.00,No,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,Yes,342715,145.29005,-38.01424,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2525470.963,2387405.251,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,Arterial Highway,Divided,Div,Metro,2019,2,09,0
3475780,T20190004488,ABS to receive accident,Finished,8/3/2019,11.30.00,No,Collision with vehicle,Friday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,343073,145.13373,-38.02515,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2511741.659,2386223.895,2,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,"KINGSTON,DANDENONG",METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,Arterial Highway,Divided,Div,Metro,2019,3,11,0
3475781,T20190004492,ABS to receive accident,Finished,8/3/2019,16.40.00,No,Collision with vehicle,Thursday,U TURN,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,343124,145.06751,-37.95396,Non-Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2505933.512,2394132.099,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,1,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,3,16,0
3475782,T20190004493,ABS to receive accident,Finished,8/3/2019,07.50.00,No,Collision with vehicle,Thursday,LEFT THROUGH,No,Day,No,T intersection,Other injury accident,70 km/hr,No,36113,144.92916,-37.80309,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2493761.756,2410877.664,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,2019,3,07,0
